bert_negative,bert_neutral,bert_positive
0.0135628616691888,0.8146475420272911,0.1717895963035201
0.0600051511076194,0.3429935084845772,0.5970013404078034
0.1991478383414125,0.6419344044019939,0.1589177572565936
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0288043578651361,0.7351023020800395,0.2360933400548244
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0133825604862739,0.302609799319628,0.6840076401940981
0.0176289319448617,0.3844110276599539,0.5979600403951845
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.4518260787492216,0.5113060879965838,0.0368678332541945
0.0066382299842383,0.1426790737895163,0.8506826962262454
0.049897183096923,0.841223189633005,0.1088796272700719
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.7416014381244217,0.2343077269932958,0.0240908348822825
0.0965520203627345,0.8160107014177636,0.087437278219502
0.0122807627494771,0.2008196351797804,0.7868996020707425
0.4887832287245701,0.4804612577133349,0.0307555135620949
0.0509948576499245,0.8551847284217939,0.0938204139282816
0.0202206062967894,0.2018998329197935,0.7778795607834171
0.014727307730439601,0.49066457974907235,0.49460811252048803
0.0053545725307468,0.1746447228026564,0.8200007046665968
0.0129476066250311,0.4641645170570111,0.5228878763179579
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.103640079769498,0.8146334301407212,0.0817264900897808
0.0772046275052551,0.7465326690583975,0.1762627034363473
0.6169313387718662,0.3617973144176497,0.0212713468104841
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2278127019572822,0.637176933540976,0.1350103645017417
0.4804416168163793,0.4326105238790573,0.0869478593045634
0.1862000355176623,0.7800844820579387,0.033715482424399
0.47389993248097584,0.47025510843938256,0.055844959079641605
0.0113622125090267,0.7178147308170052,0.2708230566739681
0.0760934903565948,0.6822269748314038,0.2416795348120013
0.8002697341181768,0.1905565288461259,0.0091737370356973
0.00794131094425,0.3419195590606488,0.6501391299951012
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.071021661733973,0.8368883514437933,0.0920899868222338
0.6018832899559913,0.3611098812479157,0.037006828796093
0.0104310351316335,0.1729524390910388,0.8166165257773277
0.0299450682844599,0.694807951858699,0.2752469798568411
0.0856162074519783,0.8580896587356152,0.0562941338124066
0.0215827466772613,0.8148374481607467,0.163579805161992
0.0068262716828336,0.1063149781569352,0.8868587501602312
0.012655720845659,0.2887111558503568,0.6986331233039842
0.0134037796197638,0.4611912618848431,0.525404958495393
0.0063555145249613,0.1512052810324349,0.8424392044426038
0.0398230934268281,0.8568142642100491,0.1033626423631228
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.026807232707716,0.6846344936188942,0.2885582736733899
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.7344298288467125,0.2473332060140984,0.0182369651391891
0.07184858941355,0.844273962569563,0.083877448016887
0.8012024082120263,0.186130342960885,0.0126672488270888
0.0208120318895444,0.8242913883767579,0.1548965797336978
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.6381261527014753,0.3381730412553914,0.0237008060431333
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0172716023943585,0.7640976023412285,0.218630795264413
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.7119667834355139,0.25024025606869593,0.037792960495790104
0.0117508360566664,0.4151403056287054,0.5731088583146282
0.3048088499470062,0.6647643931528935,0.0304267569001003
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0117243870193727,0.1699273383204269,0.8183482746602004
0.473756754863504,0.4932250907104395,0.0330181544260565
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0225860185201769,0.6138646785576546,0.3635493029221684
0.4392585738030874,0.5383661965341636,0.022375229662749
0.0126306076034372,0.3020241181769638,0.685345274219599
0.1106810486722617,0.7711789471613734,0.1181400041663649
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0583476196352569,0.6631455372039562,0.2785068431607869
0.1679446151240055,0.7763535015688391,0.0557018833071554
0.0196618699269811,0.5704812428745675,0.4098568871984515
0.0254087829336813,0.618982827293427,0.3556083897728916
0.083839206638348,0.7822803142327024,0.1338804791289496
0.0068242097219682,0.1006162152071005,0.8925595750709313
0.0054898264200831,0.1733927499413971,0.8211174236385198
0.4923733023516328,0.4484630062718095,0.0591636913765576
0.0621404603629507,0.8703297279365765,0.0675298117004728
0.0282434488170837,0.6552129605568913,0.316543590626025
0.0220021598934483,0.5888614479046629,0.3891363922018888
0.0112523721182892,0.157606415339113,0.8311412125425978
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0918581746907529,0.8718062400440449,0.0363355852652022
0.3335042595863342,0.2650398015975952,0.4014559388160705
0.0060521180997738,0.2222313672922607,0.7717165146079655
0.9041869876135473,0.08786036303275281,0.007952649353699902
0.0079444487400662,0.1764593993808226,0.8155961518791112
0.0082045918502231,0.3104996828692815,0.6812957252804954
0.0319624805151018,0.6644675756412283,0.30356994384367
0.465224356852615,0.4519372289436688,0.0828384142037162
0.0154310905023743,0.3629192171335469,0.6216496923640787
0.851598586982818,0.1348938834401761,0.013507529577006
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0156404013988644,0.7627731477093573,0.2215864508917783
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.1895610881498699,0.7112173000995211,0.0992216117506089
0.4432626863584812,0.5262317539848741,0.0305055596566447
0.0281287302144303,0.8008714407130537,0.170999829072516
0.0359422225213547,0.8421113396945074,0.1219464377841379
0.5119428558358124,0.4552713862766119,0.0327857578875756
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.6180217470736441,0.36283678498780214,0.019141467938553695
0.2325505316257476,0.6221294403076173,0.1453200280666351
0.0287971423296151,0.8377981167259261,0.1334047409444589
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0317554541284861,0.755402846141096,0.2128416997304179
0.0152081874812424,0.6641128834712543,0.3206789290475033
0.0764896720647811,0.8535442948341371,0.0699660331010818
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.18606068193912498,0.7433658838272096,0.07057343423366538
0.46878835733528573,0.49001684967434733,0.041194792990367005
0.0203516209596289,0.7310373987361063,0.2486109803042648
0.0096666508531193,0.4523219605224437,0.538011388624437
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0234832825930194,0.8529185803947594,0.1235981370122212
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.7624042459784989,0.2017624333106927,0.0358333207108083
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0057252109635492,0.1273679725566023,0.8669068164798485
0.038526802680987,0.8079680680041305,0.1535051293148826
0.0100240000712573,0.3222119844207017,0.667764015508041
0.0175429193074155,0.6795064870222146,0.3029505936703699
0.0734313486494567,0.8263684922523389,0.1002001590982044
0.0233703771970336,0.8139229830967714,0.162706639706195
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2337646633386612,0.6953576803207397,0.070877656340599
0.0052708873742058,0.1352267199201483,0.8595023927056459
0.0249923602210939,0.3646330000491757,0.6103746397297304
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.1742094360056351,0.7002489179446972,0.1255416460496677
0.2359251713145549,0.5984305828575878,0.1656442458278573
0.0270153382740332,0.8148708510465535,0.1581138106794132
0.0190033468455574,0.7904605983266325,0.1905360548278101
0.010979422603293,0.7793896961267694,0.2096308812699376
0.5313126326058962,0.3987707406557186,0.0699166267383852
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.037257704189835,0.8198202099684587,0.1429220858417063
0.0056152404782779,0.2058284747929969,0.7885562847287252
0.0327452087132081,0.5542083403252377,0.4130464509615543
0.0111396002161059,0.2351094416450777,0.7537509581388164
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0236292492566681,0.5417606659048586,0.4346100848384733
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0272257311805646,0.2710829811642777,0.7016912876551576
0.0134572914462235,0.6728551827172008,0.3136875258365756
0.012861529628703,0.4622176384262629,0.524920831945034
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.28924700833296024,0.6172764347290728,0.09347655693796689
0.0351419973011463,0.7986490785974942,0.1662089241013595
0.6937224449815494,0.2889863924045293,0.0172911626139213
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0143939609766343,0.6774699650101181,0.3081360740132476
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0163727044819944,0.4898710430258447,0.493756252492161
0.0113956784335827,0.3655280336228624,0.6230762879435549
0.0130482742724233,0.6028270046789405,0.3841247210486363
0.6308664844038538,0.3082439979825466,0.0608895176135995
0.0105035950101431,0.3270394588888044,0.6624569461010524
0.0104079698208556,0.3018560842509307,0.6877359459282136
0.0143724450462601,0.7216550875840496,0.2639724673696902
0.0074268714823826,0.2346510004410399,0.7579221280765776
0.5237238573956309,0.4497018683946091,0.02657427420976
0.0380151045470304,0.579744334669826,0.3822405607831436
0.0190105317267145,0.6993959207380304,0.2815935475352551
0.5289695164380686,0.4514898573702228,0.0195406261917087
0.3000710472432801,0.5669164404161375,0.1330125123405823
0.0315625170350533,0.6466090414199999,0.3218284415449468
0.0230918569924049,0.8230138635676244,0.1538942794399707
0.0142013150934105,0.3825106911686981,0.6032879937378913
0.0163780252963957,0.6691212776552727,0.3145006970483316
0.1993869207456849,0.7461390316191521,0.054474047635163
0.1161526957841334,0.7525169701884371,0.1313303340274294
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.7208844369583992,0.2630324940157496,0.0160830690258512
0.02212411347381,0.560599445252494,0.4172764412736959
0.0137748320178678,0.3926503758848456,0.5935747920972866
0.0604389349387546,0.8377345235561375,0.1018265415051078
0.0201376415038941,0.4275718613431906,0.5522904971529153
0.2529922704920748,0.7045963950112732,0.042411334496652
0.1668053455681803,0.7547193934333191,0.0784752609985007
0.0238212354129921,0.7956049679400018,0.1805737966470061
0.5015718936920166,0.4598430395126343,0.0385850667953491
0.0718451163722609,0.5112966451435282,0.4168582384842109
0.3391793504009711,0.6016608185261838,0.0591598310728452
0.0423661982484266,0.3091181149530832,0.6485156867984901
0.2034259322368442,0.7521300988313646,0.0444439689317913
0.0216258192889155,0.5860601231286336,0.3923140575824508
0.0161961450162628,0.2830536114936368,0.7007502434901004
0.1565205627161348,0.7120361434226654,0.1314432938611998
0.0496047260166094,0.5903831830319611,0.3600120909514295
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.4245165241004915,0.5280525625342217,0.0474309133652868
0.0412455427739437,0.577308122644634,0.3814463345814223
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0091229333035784,0.3808374124618127,0.6100396542346089
0.0141547734691719,0.670254600611601,0.315590625919227
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0096932499156408,0.2381096148772595,0.7521971352070997
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0072185286196156,0.5558584394588147,0.4369230319215696
0.0147190433511467,0.4140399551768989,0.5712410014719543
0.5683314574725945,0.4164880785664222,0.0151804639609833
0.0320293497148456,0.5056056436777746,0.4623650066073798
0.1069241264520017,0.8252309745229255,0.0678448990250728
0.0514215157495078,0.8896287746450883,0.0589497096054039
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0113453932885404,0.4190606870469797,0.5695939196644799
0.0375980304597927,0.7715663658782705,0.1908356036619367
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.1887548962331136,0.7638210456576,0.0474240581092864
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0159821837851092,0.2353531753287044,0.7486646408861863
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2636107406165175,0.6560882085528892,0.0803010508305933
0.0197545959073707,0.547976251334129,0.4322691527585003
0.0233777558647939,0.6783089753692205,0.2983132687659856
0.1458075450120108,0.798735475577847,0.0554569794101423
0.0127597068848258,0.7095036399581185,0.2777366531570557
0.0165680835012504,0.5994745559931683,0.3839573605055812
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0601824259006141,0.427188007432267,0.5126295666671189
0.7474951510035879,0.2230460900798409,0.0294587589165712
0.004843548301126501,0.06866488372272861,0.9264915679761448
0.0438383231116403,0.8648430753412386,0.0913186015471211
0.0099474769270931,0.4495396026401587,0.5405129204327482
0.0166722690992745,0.6995621385387188,0.2837655923620066
0.0073462191163538,0.3856347361209293,0.6070190447627168
0.1974243924597414,0.7109042247182676,0.0916713828219909
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0292740969851063,0.5326190044416022,0.4381068985732915
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0130816383062459,0.3325194223330136,0.6543989393607405
0.7224876611498126,0.2571727239648728,0.0203396148853147
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0199002094140389,0.4632054221498914,0.5168943684360696
0.0120561915753577,0.2937299341252346,0.6942138742994076
0.4512127981774809,0.5114351821261357,0.0373520196963835
0.0100458568599882,0.2808401498312829,0.7091139933087288
0.0685816993030652,0.7571942693413158,0.1742240313556189
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0088897799741484,0.3406858288742549,0.6504243911515967
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0485057735314665,0.8288472572700134,0.1226469691985202
0.6413507415021474,0.3355730463496598,0.0230762121481928
0.0721987209379291,0.745263002671689,0.1825382763903819
0.008607532989374,0.146400826916114,0.844991640094512
0.0294044229250465,0.8274873608060528,0.1431082162689007
0.0315916127279713,0.7953174084599413,0.1730909788120874
0.0427372160122931,0.8145530386411621,0.1427097453465448
0.0540991073138679,0.6889796513683965,0.2569212413177356
0.1042490036561788,0.670599301773289,0.2251516945705322
0.1877707419957331,0.6663333276857932,0.1458959303184737
0.0379391039108785,0.6438925050384084,0.318168391050713
0.0314934186226148,0.7593294551818697,0.2091771261955155
0.571241510761712,0.3398815469417321,0.0888769422965558
0.3664145198942311,0.5531650822845481,0.08042039782122068
0.0261289846602747,0.802865795550941,0.1710052197887843
0.007266163363711,0.2685812116919929,0.7241526249442961
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0057895356585818,0.190403076420018,0.8038073879214002
0.016508512321923,0.7167234474176426,0.2667680402604344
0.0592423186535874,0.8067876606421062,0.1339700207043064
0.0361908213723144,0.905344094882008,0.0584650837456776
0.0557000161163522,0.801024919832305,0.1432750640513428
0.328873063193663,0.6456464432828658,0.0254804935234711
0.0585777330286016,0.7200862663900744,0.221336000581324
0.0100011392495995,0.1788458442852905,0.81115301646511
0.0152103378235523,0.3644452067878455,0.6203444553886023
0.035705985102796,0.6873486202771718,0.2769453946200322
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.016492839472555,0.515125201620622,0.468381958906823
0.0561425067223517,0.8221377944758705,0.1217196988017778
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0121416453165306,0.3291174569462972,0.6587408977371721
0.1308853762775307,0.7768782591543766,0.0922363645680927
0.0424434078923028,0.7452461484380064,0.2123104436696908
0.0079797919978845,0.1357322102953446,0.8562879977067709
0.079204456788401,0.8378854581241041,0.0829100850874949
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0062471662443543,0.4575978340967915,0.5361549996588542
0.0804741692613686,0.7568383329635611,0.1626874977750703
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0095787469129973,0.7791080612717693,0.2113131918152334
0.0459628239181515,0.5732863227006875,0.380750853381161
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0112971012180509,0.4443118597062967,0.5443910390756523
0.0081279785865556,0.1458216830900008,0.8460503383234436
0.0208847395073495,0.3653644370987099,0.6137508233939406
0.1132311546848198,0.794299388186661,0.0924694571285192
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0320982904346325,0.6085643224211643,0.3593373871442031
0.1828784848117376,0.5825702125600044,0.2345513026282579
0.0120219113641099,0.8023992203243056,0.1855788683115845
0.1588813263886327,0.7838866214227954,0.0572320521885719
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.5112985720974154,0.460540838587914,0.0281605893146706
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0140956638143112,0.157968354851479,0.8279359813342098
0.0834401125741038,0.714141628567625,0.2024182588582712
0.007565198716951,0.0982822449900131,0.8941525562930359
0.0403636911457227,0.847576307541485,0.1120600013127922
0.0174460960116556,0.3310810738570388,0.6514728301313056
0.0119906235262926,0.8385139092085624,0.1494954672651449
0.0085067758257437,0.2305082080601638,0.7609850161140925
0.025970920267092,0.3969693666775416,0.5770597130553663
0.0882024745299859,0.8455921818556149,0.0662053436143992
0.0236952707912257,0.5724778463261236,0.4038268828826506
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2103610909434259,0.7093342557350039,0.0803046533215702
0.40944054112672,0.5291471998520613,0.0614122590212187
0.0059156740999786,0.1857808293077887,0.8083034965922327
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.8894457138195102,0.1031620120335183,0.0073922741469715
0.0110772476425561,0.3768452135983498,0.6120775387590941
0.49191999850094326,0.47693959371315575,0.031140407785901002
0.5460022051185206,0.41514020848914807,0.038857586392331195
0.5641004745013765,0.3916310463740131,0.0442684791246104
0.0131891548367766,0.3972921717584117,0.5895186734048117
0.3871056677832355,0.5752412591093591,0.0376530731074054
0.0133715587131755,0.4002297457442376,0.5863986955425868
0.0035394651885296,0.0379694929504806,0.9584910418609898
0.7536366245014985,0.2263415056612414,0.0200218698372601
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.6618081343580189,0.314922303547938,0.0232695620940431
0.0325106591645722,0.6217993937961329,0.3456899470392949
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0668574452485492,0.6128660118370955,0.3202765429143552
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0247206244323763,0.7399656913823117,0.2353136841853119
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0480735894436121,0.8703421289448283,0.0815842816115596
0.0179646579983902,0.3593952478265659,0.6226400941750438
0.0605481616948484,0.8347677277487618,0.1046841105563897
0.0167280537107166,0.5539776365410466,0.4292943097482368
0.5944516503767612,0.3720343909999701,0.0335139586232687
0.013145102408353,0.7280367138838963,0.2588181837077506
0.0820752575220444,0.7675679636162533,0.1503567788617023
0.1579294841941684,0.7898999658573411,0.0521705499484905
0.0087580856248702,0.2733185242926218,0.7179233900825079
0.0649089633239855,0.7609658155492869,0.1741252211267276
0.0298850635858785,0.6809252221503204,0.2891897142638011
0.0079905100764346,0.1966215191943889,0.7953879707291766
0.0213624330110621,0.5972373429943124,0.3814002239946255
0.0151852401349432,0.7249677377045756,0.2598470221604813
0.0288471706175614,0.8285561095925184,0.1425967197899203
0.0100364193420529,0.1343531932881261,0.855610387369821
0.0188227782266897,0.5673282805904182,0.4138489411828921
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0073662278967921,0.1704232836968546,0.8222104884063532
0.0218947183638804,0.4260438831426832,0.5520613984934364
0.7795026745930723,0.2105167466952915,0.0099805787116362
0.0167454596002671,0.4164356964907739,0.566818843908959
0.0307728422664337,0.5964592421377414,0.3727679155958249
0.0291925320795138,0.7867651742965299,0.1840422936239563
0.3162551843841015,0.5716622514401545,0.112082564175744
0.0274249563024836,0.7550272500241171,0.2175477936733993
0.27118863039084484,0.6800833535144716,0.04872801609468352
0.0429484792101335,0.7394372014407845,0.217614319349082
0.2148434285772868,0.7372328262696514,0.0479237451530619
0.0692831000472039,0.7584544646279355,0.1722624353248606
0.0839985962808445,0.7746490662995936,0.1413523374195619
0.8090857267379762,0.1546605825424194,0.0362536907196044
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.6017166602301416,0.3747306235765841,0.0235527161932743
0.2255751855842824,0.3731261900999006,0.4012986243158169
0.0068782404067604,0.2825028560158876,0.710618903577352
0.0060663985825608,0.1139693773566615,0.8799642240607777
